latitude,longitude,elevation,speed_measured,timestamp,discipline_from_name,tf_id
46.4995547,8.3036877,1357.401,28.8,20240127T120308100000,XC,11783
46.4995592,8.3036953,1357.443,28.6,20240127T120308200000,XC,11783
46.4995641,8.3037034,1357.506,29.3,20240127T120308300000,XC,11783
46.4995679,8.3037117,1357.589,29.0,20240127T120308400000,XC,11783
46.4995723,8.3037202,1357.712,29.4,20240127T120308500000,XC,11783
46.4995758,8.3037286,1357.677,28.9,20240127T120308600000,XC,11783
46.4995797,8.3037361,1357.494,28.1,20240127T120308700000,XC,11783
46.4995825,8.3037438,1357.401,26.9,20240127T120308800000,XC,11783
46.4995877,8.3037512,1357.394,27.3,20240127T120308900000,XC,11783
46.4995924,8.303758,1357.479,26.7,20240127T120309000000,XC,11783
46.4995974,8.3037644,1357.67,26.3,20240127T120309100000,XC,11783
46.4996021,8.3037706,1357.739,25.8,20240127T120309200000,XC,11783
46.4996058,8.3037764,1357.798,24.7,20240127T120309300000,XC,11783
46.4996115,8.3037833,1357.918,26.2,20240127T120309400000,XC,11783
46.4996158,8.3037901,1357.919,26.4,20240127T120309500000,XC,11783
46.49962,8.3037972,1357.777,26.6,20240127T120309600000,XC,11783
